searge,name,side,desc
func_176409_d,canBlockStay,2,
func_176414_j,getWitherBasePattern,2,
func_176415_b,canDispenserPlace,2,
func_176416_l,getWitherPattern,2,
func_176422_e,getTileEntity,2,
func_176423_a,newTileEntity,2,
func_176424_a,getBoundingBox,2,
func_176427_e,updateState,2,
func_176428_b,getFacing,2,
func_176431_a,insertRecord,2,
func_176433_b,getInstrument,2,
func_176438_e,setDefaultDirection,2,
func_176439_d,dispense,2,
func_176442_d,getTileEntity,2,
func_176445_e,setDefaultFacing,2,
func_176446_a,setState,2,
func_176450_d,updateColorAsync,2,
func_176453_o,isOcelotSittingOnChest,2,
func_176454_e,isDoubleChest,2,
func_176455_e,checkForSurroundingChests,2,
func_176456_n,isBelowSolidBlock,2,
func_176457_m,isBlocked,2,
func_176458_f,correctFacing,2,
func_176460_j,calculateOutput,2,
func_176461_a,findItemFrame,2,
func_176462_k,onStateChange,2,
func_176468_a,getSafeExitLocation,2,Returns a safe BlockPos to disembark the bed
func_176469_d,hasRoomForPlayer,2,
func_176470_e,getPlayerInBed,2,
func_176473_a,canGrow,2,Whether this IGrowable can grow
func_176474_b,grow,2,
func_176475_e,checkAndDropBlock,2,
func_176476_e,generateTree,2,
func_176477_a,isTypeAt,2,Check whether the given BlockPos has a Sapling of the given type
func_176478_d,grow,2,
func_176481_j,getSeedItem,2,
func_176482_g,growStem,2,
func_176485_d,generateBigMushroom,2,
func_176487_g,grow,2,
func_176489_b,onHarvest,2,
func_176490_e,getVariant,2,
func_176491_a,placeAt,2,
func_176494_l,getTypeProperty,2,
func_176495_j,getBlockType,2,Get the Type of this flower (Yellow/Red)
func_176499_e,canBlockStay,2,
func_176500_f,dropBlock,2,
func_176502_a_,onEndFalling,2,
func_176503_e,checkFallable,2,
func_176509_j,getItem,2,
func_176510_b,removeHalfBit,2,
func_176511_f,getFacing,2,
func_176512_a,toggleDoor,2,
func_176513_j,isHingeLeft,2,
func_176514_f,isOpen,2,
func_176515_e,combineMetadata,2,
func_176516_g,isOpen,2,
func_176517_h,getFacing,2,
func_176518_i,isTop,2,
func_176524_e,canConnectTo,2,
func_176529_d,hasCrops,2,
func_176530_e,hasWater,2,
func_176532_c,getFlammability,2,
func_176533_e,canNeighborCatchFire,2,
func_176534_d,getEncouragement,2,
func_176535_e,canCatchFire,2,Checks if the block can be caught on fire
func_176536_a,catchOnFire,2,
func_176537_d,canDie,2,
func_176538_m,getNeighborEncouragement,2,
func_176549_a,getMetaForAxis,2,
func_176551_l,getVariantProperty,2,
func_176552_j,isDouble,2,
func_176553_a,getVariant,2,
func_176560_l,getShapeProperty,2,
func_176561_b,onNeighborChangedInternal,2,
func_176562_d,isRailBlock,2,
func_176563_d,isRailBlock,2,
func_176570_e,updatePoweredState,2,
func_176571_a,findMinecarts,2,
func_176572_a,getDectectionBox,2,
func_176575_a,setRedstoneStrength,2,
func_176576_e,getRedstoneStrength,2,
func_176577_m,canBePlacedOn,2,
func_176578_d,updateNeighbors,2,Notify block and block below of changes
func_176582_b,notifyNeighbors,2,
func_176583_e,checkForDrop,2,
func_176586_d,canBlockStay,2,
func_176588_d,canBlockStay,2,
func_176590_a,setWaterLevel,2,
func_176592_e,onNeighborChangeInternal,2,
func_176593_f,checkForDrop,2,
func_176594_d,canPlaceOn,2,
func_176595_b,canPlaceAt,2,
func_176597_g,shouldBeOff,2,
func_176598_a,isBurnedOut,2,
func_176601_a,apply,2,
func_176602_a,setLocationNameClock,0,
func_176603_b,setLocationNameCompass,0,
func_176604_a,makeAtlasSprite,0,
func_176610_l,getName,2,
func_176612_a,getMetadata,2,
func_176613_a,byMetadata,2,
func_176614_c,getUnlocalizedName,2,
func_176624_a,getMetadata,2,
func_176625_a,byMetadata,2,
func_176627_c,getUnlocalizedName,2,
func_176642_a,getMetadata,2,Returns the EnumType's metadata value.
func_176643_a,byMetadata,2,Returns an EnumType for the BlockState from a metadata value.
func_176644_c,getUnlocalizedName,2,
func_176657_a,getMetadata,2,
func_176659_c,getUnlocalizedName,2,
func_176660_a,byMetadata,2,
func_176673_a,byMetadata,2,Returns the matching EnumType for the given metadata.
func_176675_a,getMetadata,2,
func_176676_c,getUnlocalizedName,2,
func_176685_d,getUnlocalizedName,2,
func_176686_a,byMetadata,2,
func_176687_c,getMapColor,2,
func_176688_a,getMetadata,2,
func_176716_d,getPlane,2,"Get this Axis' Plane (VERTICAL for Y, HORIZONTAL for X and Z)"
func_176717_a,byName,0,Get the axis specified by the given name
func_176718_a,apply,2,Method implemented from Predicate. Checks if the given Facing is on this axis.
func_176719_a,getName2,2,Like getName but doesn't override the method from Enum.
func_176720_b,isVertical,2,If this Axis is on the vertical plane (Only true for Y)
func_176722_c,isHorizontal,2,If this Axis is on the horizontal plane (true for X and Z)
func_176730_m,getDirectionVec,0,Get a normalized Vector that points in the direction of this Facing.
func_176731_b,getHorizontal,2,Get a Facing by it's horizontal index (0-3). The order is S-W-N-E.
func_176732_a,rotateAround,0,"Rotate this Facing around the given axis clockwise. If this facing cannot be rotated around the given axis, returns this facing without rotating."
func_176733_a,fromAngle,2,"Get the Facing corresponding to the given angle (0-360). An angle of 0 is SOUTH, an angle of 90 would be WEST."
func_176734_d,getOpposite,2,Get the opposite Facing (e.g. DOWN => UP)
func_176735_f,rotateYCCW,2,Rotate this Facing around the Y axis counter-clockwise (NORTH => WEST => SOUTH => EAST => NORTH)
func_176736_b,getHorizontalIndex,2,Get the index of this horizontal facing (0-3). The order is S-W-N-E
func_176737_a,getFacingFromVector,0,
func_176738_p,rotateZ,0,Rotate this Facing around the Z axis (EAST => DOWN => WEST => UP => EAST)
func_176739_a,byName,0,Get the facing specified by the given name
func_176740_k,getAxis,2,
func_176741_a,random,2,Choose a random Facing using the given Random
func_176742_j,getName2,2,"Same as getName, but does not override the method from Enum."
func_176743_c,getAxisDirection,2,Get the AxisDirection of this Facing.
func_176744_n,rotateX,0,Rotate this Facing around the X axis (NORTH => DOWN => SOUTH => UP => NORTH)
func_176745_a,getIndex,2,Get the Index of this Facing (0-5). The order is D-U-N-S-W-E
func_176746_e,rotateY,2,Rotate this Facing around the Y axis clockwise (NORTH => EAST => SOUTH => WEST => NORTH)
func_176762_d,getUnlocalizedName,2,
func_176764_b,byMetadata,2,
func_176765_a,getMetadata,2,
func_176766_a,byDyeDamage,2,
func_176767_b,getDyeDamage,2,
func_176768_e,getMapColor,2,
func_176794_a,byMetadata,2,
func_176796_a,getMetadata,2,
func_176807_a,getMetadata,2,
func_176809_c,getUnlocalizedName,2,
func_176810_a,byMetadata,2,
func_176825_a,byMetadata,2,
func_176827_a,getMetadata,2,
func_176828_c,getUnlocalizedName,2,
func_176837_a,byMetadata,2,
func_176839_a,getMetadata,2,
func_176840_c,getUnlocalizedName,2,
func_176852_c,getFacing,2,
func_176853_a,byMetadata,2,
func_176855_a,getMetadata,2,
func_176856_a,forFacings,2,
func_176870_a,fromFacingAxis,2,
func_176878_a,forModelBlock,2,
func_176879_a,byMetadata,2,
func_176881_a,getMetadata,2,
func_176882_c,getUnlocalizedName,2,
func_176883_d,getModelBlock,2,
func_176895_a,byMetadata,2,
func_176896_a,getMetadata,2,
func_176915_a,getMetadata,2,
func_176916_a,byMetadata,2,
func_176918_c,getUnlocalizedName,2,
func_176924_a,byMetadata,2,
func_176925_a,getMetadata,2,
func_176927_c,getUnlocalizedName,2,
func_176936_a,getMeta,2,
func_176938_a,byMetadata,2,
func_176939_c,getUnlocalizedName,2,
func_176963_d,getUnlocalizedName,2,
func_176964_a,getBlockType,2,
func_176966_a,getTypes,0,"Get all FlowerTypes that are applicable for the given Flower block (""yellow"", ""red"")"
func_176967_a,getType,2,Get the given FlowerType from BlockType & metadata
func_176968_b,getMeta,2,
func_177015_a,getMetadata,2,
func_177016_a,byMetadata,2,
func_177018_c,isAscending,2,
func_177044_a,getMeta,2,
func_177045_a,byMetadata,2,
func_177053_a,readBufferedImage,0,
func_177054_c,anaglyphColor,0,
func_177055_a,saveGlTexture,0,
func_177059_a,registerSprites,0,
func_177062_a,apply,2,
func_177064_a,toByteArray,0,
func_177066_a,getFramebufferRaw,0,
func_177067_a,renderName,0,
func_177070_b,canRenderName,0,
func_177071_a,shouldRender,0,
func_177086_a,setRenderOutlines,0,
func_177087_b,getMainModel,0,
func_177089_b,removeLayer,0,
func_177094_a,addLayer,0,
func_177102_a,getArmorStandTexture,0,"Provides an instance of the armor stand texture.\n \n@param entityObj An instance of the EntityArmorStand, although this does not appear to be used."
func_177104_a,shouldRenderLiving,0,
func_177113_a,shouldRenderGuardian,0,
func_177124_a,doRender,0,
func_177136_g,getPlayerModel,0,returns the more specialized type of the model as the player model.
func_177141_a,doRenderLayer,0,
func_177142_b,shouldCombineTextures,0,
func_177155_a,doRenderLayer,0,
func_177159_a,doRenderLayer,0,
func_177162_a,doRenderLayer,0,
func_177166_a,doRenderLayer,0,
func_177169_a,doRenderLayer,0,
func_177178_a,getArmorResource,0,
func_177181_a,getArmorResource,0,
func_177218_a,apply,2,
func_177219_e,isInterpolate,0,
func_177222_d,getMobRotation,0,
func_177223_e,getPrevMobRotation,0,
func_177226_a,withProperty,2,Get a version of this BlockState with the given Property now set to the given value
func_177227_a,getPropertyNames,2,Get the names of all properties defined for this BlockState
func_177228_b,getProperties,2,Get all properties of this BlockState. The returned Map maps from properties (IProperty) to the respective current value.
func_177229_b,getValue,2,Get the value of the given Property for this BlockState
func_177230_c,getBlock,2,
func_177231_a,cycleProperty,2,"Create a version of this BlockState with the given property cycled to the next value in order. If the property was at the highest possible value, it is set to the lowest one instead."
func_177232_a,cyclePropertyValue,2,Helper method for cycleProperty.\n \n@param values The collection of values\n@param currentValue The current value
func_177235_a,buildPropertyValueTable,2,
func_177236_b,setPropertyValue,2,Create a new version of this.properties with the given property now set to the given value
func_177240_d,getResourcePackName,0,
func_177241_a,getResourceLocation,0,
func_177245_a,getInputStream,0,
func_177252_d,getBlocksToDestroy,2,Returns an List<BlockPos> of all the blocks that are being destroyed by the piston.
func_177253_a,canMove,2,
func_177254_c,getBlocksToMove,2,Returns a List<BlockPos> of all the blocks that are being moved by the piston.
func_177267_c,getCraftingLayers,2,Retrieves the string array which represents the associated crafting recipe for this banner effect. The first object in the array is the top layer while the second is middle and third is last.
func_177268_a,getPatternByID,0,"Retrieves an instance of a banner pattern by its short string id.\n \n@param id A short string to represent this pattern. (For example, bts will give an instance of TRIANGLES_BOTTOM)"
func_177269_e,hasCraftingStack,2,Checks to see if this pattern has a specific ItemStack associated with it's crafting.
func_177270_d,hasValidCrafting,2,"Checks to see if this pattern has a valid crafting stack, or if the top crafting layer is not null."
func_177271_a,getPatternName,0,Retrieves the name used to represent this pattern.
func_177272_f,getCraftingStack,2,Retrieves the ItemStack associated with the crafting of this pattern.
func_177273_b,getPatternID,2,Retrieves the short string used to represent this pattern.
func_177332_b,getSkinType,0,Retrieves the type of skin that a player is using. The Alex model is slim while the Steve model is default.\n \n@param playerUUID The unique ID for the player.
func_177333_c,isSlimSkin,0,Checks if a players skin model is slim or the default. The Alex model is slime while the Steve model is default.\n \n@param playerUUID The unique ID for the player.
func_177334_a,getDefaultSkin,0,Retrieves the default skin for this player. Depending on the model used this will be Alex or Steve.\n \n@param playerUUID The unique ID for the player.
func_177335_a,getDefaultSkinLegacy,0,"Returns the default skind for versions prior to 1.8, which is always the Steve texture."
func_177338_f,getNextOffset,0,
func_177339_a,clear,0,
func_177340_e,getColorOffset,0,
func_177341_i,hasPosition,0,
func_177342_c,getNormalOffset,0,
func_177343_g,getElements,0,
func_177344_b,getElementOffsetById,0,
func_177345_h,getElementCount,0,
func_177346_d,hasColor,0,
func_177347_a,hasElementOffset,0,
func_177348_c,getElement,0,
func_177349_a,setElement,0,
func_177350_b,hasNormal,0,
func_177358_a,drawArrays,0,
func_177359_a,bindBuffer,0,
func_177360_a,bufferData,0,
func_177361_b,unbindBuffer,0,
func_177362_c,deleteGlBuffers,0,
func_177367_b,getType,0,
func_177368_f,getSize,0,
func_177369_e,getIndex,0,
func_177370_d,getElementCount,0,
func_177371_a,setOffset,0,
func_177373_a,getOffset,0,
func_177374_g,isPositionElement,0,
func_177375_c,getUsage,0,
func_177384_a,getDisplayName,0,
func_177395_a,getSize,0,
func_177396_b,getDisplayName,0,
func_177397_c,getGlConstant,0,
func_177409_g,setHasEntities,2,
func_177410_o,isLoaded,2,
func_177411_a,getBiome,2,
func_177412_p,getWorld,2,
func_177413_a,getLightFor,2,
func_177414_a,getEntitiesWithinAABBForEntity,2,Fills the given list of all entities that intersect within the given bounding box that aren't the passed entity.
func_177415_c,setInhabitedTime,2,
func_177416_w,getInhabitedTime,2,
func_177417_c,setChunkLoaded,0,
func_177418_c,getBlockMetadata,2,
func_177419_t,isTerrainPopulated,2,
func_177420_a,setHeightMap,2,
func_177421_e,setLightPopulated,2,
func_177422_i,createNewTileEntity,2,
func_177423_u,isLightPopulated,2,
func_177424_a,getTileEntity,2,
func_177425_e,removeTileEntity,2,
func_177426_a,addTileEntity,2,
func_177427_f,setModified,2,
func_177428_a,getBlock,2,
func_177429_s,getEntityLists,2,
func_177430_a,getEntitiesOfTypeWithinAAAB,2,Gets all entities that can be assigned to the specified class.
func_177431_a,setLightFor,2,
func_177432_b,setLastSaveTime,2,
func_177433_f,getHeight,2,
func_177434_r,getTileEntityMap,2,
func_177435_g,getBlockState,2,
func_177436_a,setBlockState,2,
func_177437_b,getBlockLightOpacity,2,
func_177438_a,getBlock,2,
func_177439_a,fillChunk,0,Initialize this chunk with new binary data.
func_177440_h,getPrecipitationHeight,2,
func_177442_v,getLowestHeight,2,
func_177443_a,setLight,2,
func_177444_d,canSeeSky,2,
func_177445_q,getHeightMap,2,
func_177446_d,setTerrainPopulated,2,
func_177451_a,getPlayerByUUID,2,Get's the EntityPlayerMP object representing the player with the UUID.\n \n@param playerUUID The UUID of the player being retrieved.
func_177459_a,provideChunk,2,
func_177480_a,getFromIndex,2,
func_177481_a,getData,2,
func_177482_a,setIndex,2,
func_177483_b,getCoordinateIndex,2,
func_177484_a,set,2,
func_177485_a,get,2,
func_177486_a,setData,2,
func_177487_g,getData,2,
func_177495_o,getHasNoSky,2,
func_177496_h,getSpawnCoordinate,2,
func_177497_p,getLightBrightnessTable,2,
func_177498_l,getInternalNameSuffix,2,
func_177499_m,getWorldChunkManager,2,
func_177500_n,doesWaterVaporize,2,
func_177501_r,getWorldBorder,2,
func_177502_q,getDimensionId,2,Gets the dimension of the provider
func_177507_b,getTileEntity,2,
func_177508_d,getPos,2,
func_177509_a,getBlockState,2,
func_177510_a,hasState,2,
func_177517_b,parsePathString,0,
func_177518_c,getVariant,0,
func_177520_a,rotateVertex,0,
func_177521_b,combineXY,0,
func_177523_a,rotateFace,0,
func_177524_a,getModelRotation,0,
func_177525_a,getMatrix4d,0,
func_177548_a,compare,2,
func_177550_a,getGeneralQuads,0,
func_177551_a,getFaceQuads,0,
func_177552_f,getItemCameraTransforms,0,
func_177553_d,isBuiltInRenderer,0,
func_177554_e,getTexture,0,
func_177555_b,isAmbientOcclusion,0,
func_177556_c,isGui3d,0,
func_177564_a,getAlternativeModel,0,
func_177568_a,apply,2,
func_177569_a,registerVariant,0,
func_177570_a,setupModelRegistry,0,
func_177571_k,getItemsTextureLocations,0,
func_177572_j,loadSprites,0,
func_177573_e,getParentPath,0,
func_177574_i,loadModels,0,
func_177575_g,getVariantsTextureLocations,0,
func_177576_f,getParentLocation,0,
func_177577_b,loadVariantItemModels,0,
func_177578_a,bakeModel,0,
func_177580_d,getModelLocation,0,
func_177581_b,hasItemModel,0,
func_177582_d,makeItemModel,0,
func_177583_a,getItemLocation,0,
func_177584_b,getBlockStateLocation,0,
func_177585_a,getTextureLocations,0,
func_177586_a,getModelBlockDefinition,0,
func_177587_c,isCustomRenderer,0,
func_177588_f,bakeBlockModels,0,
func_177589_a,makeBakedQuad,0,
func_177590_d,loadItemModels,0,
func_177591_a,loadVariants,0,
func_177592_e,registerVariantNames,0,
func_177593_l,bakeItemModels,0,
func_177594_c,loadModel,0,
func_177595_c,loadVariantModels,0,
func_177596_a,getVariantNames,0,
